# J. Serrano et al.: Appl. Phys. Letters Vol. 80 (2002), p.4360.
4.329451069177654987e-01 2.627737226279999732e+02
6.494176603777237489e-01 3.284671532849999949e+02
8.591254465411172214e-01 3.649635036500000069e+02
1.075598000000000054e+00 3.722627737230000093e+02
1.758839496859472551e-01 1.459854014599999914e+02
2.164725534588827494e-01 1.788321167880000075e+02
3.314735974843511790e-01 2.664233576639999796e+02
4.329451069177654987e-01 3.394160583940000038e+02
6.426528930822346108e-01 4.270072992699999759e+02
7.576539371066273176e-01 4.671532846719999839e+02
8.591254465411172214e-01 4.306569343069999718e+02
1.082362767299791806e-01 1.313868613139999866e+02
1.150010440254684296e-01 1.459854014599999914e+02
1.691191823904580060e-01 2.043795620440000107e+02
2.164725534588827494e-01 2.554744525549999992e+02
3.247088301888618744e-01 3.613138686130000110e+02
4.329451069177654987e-01 4.343065693429999783e+02
6.494176603777237489e-01 5.401459854009999617e+02
7.508891698111381796e-01 5.547445255469999665e+02
8.591254465411172214e-01 5.729927007300000241e+02
1.075598000000000054e+00 6.423357664229999955e+02
0.000000000000000000e+00 7.956204379560000461e+02
2.164725534588827494e-01 7.883211678830000437e+02
4.329451069177654987e-01 7.700729927009999756e+02
6.426528930822346108e-01 7.664233576640000365e+02
8.658902138366065815e-01 7.518248175180000317e+02
1.075598000000000054e+00 7.591240875910000341e+02
0.000000000000000000e+00 9.708029197079999904e+02
2.164725534588827494e-01 9.489051094889999831e+02
4.329451069177654987e-01 8.905109489049999638e+02
6.494176603777237489e-01 8.467153284669999493e+02
8.591254465411172214e-01 8.430656934309999997e+02
1.075598000000000054e+00 3.722627737230000093e+02
1.152616936709005113e+00 3.686131386860000134e+02
1.306654810126254951e+00 3.467153284670000062e+02
1.455878999999999923e+00 2.773722627739999780e+02
1.609916873418010264e+00 1.824817518250000035e+02
1.763954746835412202e+00 7.299270072989999392e+01
1.075598000000000054e+00 6.386861313870000458e+02
1.191126405063127613e+00 6.021897810220000338e+02
1.340350594936872586e+00 4.927007299269999976e+02
1.455878999999999923e+00 4.014598540150000190e+02
1.609916873418010264e+00 2.445255474450000008e+02
1.075598000000000054e+00 7.554744525549999707e+02
1.686935810126255042e+00 8.029197080290000486e+02
1.836160000000000014e+00 7.956204379560000461e+02
1.686935810126255042e+00 9.525547445260000359e+02
1.836160000000000014e+00 9.708029197079999904e+02
1.836160000000000014e+00 0.000000000000000000e+00
2.036261367088324281e+00 1.350364963499999931e+02
2.052936481012241465e+00 1.459854014599999914e+02
2.094624265823351816e+00 1.678832116789999986e+02
2.236362734176648104e+00 2.153284671529999912e+02
2.269712962025800085e+00 2.335766423359999919e+02
2.361426088607344820e+00 2.518248175180000032e+02
2.494826999999999906e+00 2.664233576639999796e+02
1.902860455696195885e+00 8.394160583939999754e+01
1.969560911392655100e+00 1.715328467150000051e+02
2.027923810126365467e+00 2.664233576639999796e+02
2.161324721519020553e+00 4.087591240880000214e+02
2.269712962025800085e+00 5.072992700730000024e+02
2.369763645569303634e+00 5.766423357659999738e+02
2.494826999999999906e+00 6.131386861309999858e+02
1.836160000000000014e+00 7.919708029199999828e+02
2.036261367088324281e+00 7.846715328469999804e+02
2.052936481012241465e+00 7.883211678830000437e+02
2.094624265823351816e+00 7.846715328469999804e+02
2.236362734176648104e+00 7.737226277370000389e+02
2.269712962025800085e+00 7.700729927009999756e+02
2.361426088607344820e+00 7.700729927009999756e+02
2.494826999999999906e+00 7.591240875910000341e+02
2.494826999999999906e+00 7.627737226279999732e+02
1.836160000000000014e+00 9.708029197079999904e+02
2.094624265823351816e+00 9.343065693429999783e+02
2.236362734176648104e+00 9.087591240880000214e+02
2.269712962025800085e+00 8.868613138690000142e+02
2.361426088607344820e+00 8.576642335770000045e+02
